Date,Price,Open,High,Low,Vol.,Change %
03/09/2018,53831.0,53451.0,54210.0,52769.0,4.13M,2.16%
03/12/2018,54589.0,54589.0,55650.0,54210.0,3.70M,1.41%
03/13/2018,54589.0,54589.0,55044.0,53527.0,2.74M,0.00%
03/14/2018,55953.0,55044.0,56333.0,55044.0,5.17M,2.50%
03/15/2018,55953.0,55347.0,56484.0,55195.0,2.69M,0.00%
03/16/2018,56636.0,56484.0,57091.0,56181.0,6.80M,1.22%
03/19/2018,56333.0,57318.0,58001.0,55347.0,3.58M,-0.53%
03/20/2018,56105.0,55574.0,56787.0,55574.0,2.34M,-0.40%
03/21/2018,55726.0,56484.0,57015.0,55726.0,3.77M,-0.68%
03/22/2018,54589.0,56105.0,56105.0,54589.0,4.94M,-2.04%
03/23/2018,52997.0,51935.0,53603.0,51935.0,5.82M,-2.92%
03/26/2018,54513.0,53072.0,54513.0,52769.0,2.32M,2.86%
03/27/2018,53831.0,55195.0,55271.0,53527.0,2.96M,-1.25%
03/28/2018,53451.0,52997.0,54058.0,52921.0,2.10M,-0.71%
03/29/2018,53831.0,53679.0,54285.0,53148.0,1.86M,0.71%
03/30/2018,53451.0,53831.0,54134.0,53224.0,1.63M,-0.71%
04/02/2018,56105.0,53831.0,56105.0,53679.0,3.90M,4.97%
04/03/2018,56333.0,56105.0,57091.0,55726.0,4.47M,0.41%
04/04/2018,55726.0,56484.0,56712.0,55726.0,2.67M,-1.08%
04/05/2018,55726.0,55953.0,56105.0,55044.0,2.25M,0.00%
04/06/2018,55726.0,55802.0,56712.0,55650.0,2.99M,0.00%
04/09/2018,55953.0,55726.0,56333.0,55726.0,3.44M,0.41%
04/10/2018,56484.0,56484.0,57091.0,55802.0,6.41M,0.95%
04/11/2018,53982.0,56636.0,56712.0,53072.0,4.99M,-4.43%
04/12/2018,53755.0,53755.0,54210.0,53072.0,4.16M,-0.42%
04/13/2018,51480.0,54058.0,54134.0,51177.0,6.57M,-4.23%
04/16/2018,49964.0,50949.0,51253.0,49357.0,5.09M,-2.94%
04/17/2018,50798.0,50040.0,50798.0,49661.0,2.69M,1.67%
04/18/2018,49130.0,51404.0,51404.0,49130.0,2.56M,-3.28%
04/19/2018,46249.0,48827.0,48902.0,46249.0,6.26M,-5.86%
04/20/2018,48523.0,46400.0,48523.0,46021.0,3.82M,4.92%
04/23/2018,45187.0,48902.0,49130.0,45187.0,3.67M,-6.88%
04/24/2018,45491.0,44732.0,46021.0,43974.0,5.68M,0.67%
04/26/2018,44126.0,45491.0,46476.0,43974.0,5.96M,-3.00%
04/27/2018,45491.0,44126.0,45642.0,44050.0,3.75M,3.09%
05/02/2018,44126.0,45946.0,46249.0,43823.0,3.65M,-3.00%
05/03/2018,45187.0,44126.0,45263.0,43140.0,4.40M,2.40%
05/04/2018,44732.0,45642.0,46021.0,44657.0,4.13M,-1.01%
05/07/2018,47083.0,45339.0,47083.0,44960.0,4.48M,5.26%
05/08/2018,46249.0,46476.0,47159.0,46249.0,3.76M,-1.77%
05/09/2018,45112.0,46021.0,46249.0,45112.0,3.56M,-2.46%
05/10/2018,42837.0,45415.0,45642.0,42155.0,5.66M,-5.04%
05/11/2018,43898.0,42837.0,43974.0,41321.0,5.05M,2.48%
05/14/2018,44202.0,44126.0,44353.0,43140.0,1.94M,0.69%
05/15/2018,44505.0,44202.0,45339.0,44126.0,3.19M,0.69%
05/16/2018,43216.0,44353.0,44657.0,43216.0,3.02M,-2.90%
05/17/2018,43064.0,43216.0,43519.0,42610.0,2.65M,-0.35%
05/18/2018,42837.0,43140.0,43292.0,41548.0,3.11M,-0.53%
05/21/2018,42230.0,42837.0,43519.0,42230.0,2.34M,-1.42%
05/22/2018,40487.0,41624.0,42079.0,39425.0,4.13M,-4.13%
05/23/2018,41321.0,40183.0,41321.0,39425.0,2.61M,2.06%
05/24/2018,40411.0,41321.0,41548.0,40183.0,1.67M,-2.20%
05/25/2018,37909.0,40487.0,40714.0,37909.0,3.47M,-6.19%
05/28/2018,35483.0,37151.0,37606.0,35483.0,5.84M,-6.40%
05/29/2018,37909.0,36013.0,37909.0,35483.0,3.33M,6.84%
05/30/2018,39425.0,38667.0,40032.0,38288.0,5.66M,4.00%
05/31/2018,41017.0,39046.0,41321.0,38970.0,4.77M,4.04%
06/01/2018,43216.0,41017.0,43595.0,40866.0,7.57M,5.36%
06/04/2018,44960.0,42837.0,45187.0,42458.0,4.90M,4.04%
06/05/2018,44429.0,44429.0,45187.0,43747.0,4.51M,-1.18%
06/06/2018,44808.0,44050.0,45263.0,43671.0,2.79M,0.85%
06/07/2018,44505.0,44732.0,44960.0,44278.0,3.24M,-0.68%
06/08/2018,45263.0,44202.0,45794.0,44202.0,3.44M,1.70%
06/11/2018,44732.0,45036.0,45718.0,44353.0,3.13M,-1.17%
06/12/2018,43974.0,44353.0,44732.0,42837.0,3.86M,-1.69%
06/13/2018,45415.0,43671.0,45415.0,43671.0,2.62M,3.28%
06/14/2018,44050.0,45415.0,45415.0,43974.0,3.59M,-3.01%
06/15/2018,44732.0,43595.0,44732.0,43519.0,3.26M,1.55%
06/18/2018,42837.0,44657.0,44732.0,42458.0,3.14M,-4.24%
06/19/2018,42837.0,41321.0,42837.0,40942.0,6.57M,0.00%
06/20/2018,44050.0,43216.0,44505.0,42610.0,3.53M,2.83%
06/21/2018,43216.0,43974.0,44126.0,42761.0,2.09M,-1.89%
06/22/2018,44505.0,42534.0,44505.0,42079.0,3.23M,2.98%
06/25/2018,45036.0,45491.0,45642.0,44657.0,3.08M,1.19%
06/26/2018,44960.0,44353.0,45036.0,43974.0,1.72M,-0.17%
06/27/2018,43974.0,44732.0,45870.0,43974.0,3.32M,-2.19%
06/28/2018,43898.0,43216.0,44505.0,43216.0,2.70M,-0.17%
06/29/2018,43974.0,43898.0,44505.0,43064.0,1.84M,0.17%
07/02/2018,44050.0,43595.0,44278.0,42003.0,3.63M,0.17%
07/03/2018,42458.0,44202.0,44202.0,42458.0,4.28M,-3.61%
07/04/2018,42155.0,42610.0,42837.0,41472.0,3.13M,-0.71%
07/05/2018,39425.0,42003.0,42155.0,39425.0,3.66M,-6.48%
07/06/2018,41700.0,38743.0,42003.0,38288.0,4.39M,5.77%
07/09/2018,40942.0,41700.0,42761.0,40942.0,1.83M,-1.82%
07/10/2018,40259.0,42079.0,42079.0,40259.0,1.74M,-1.67%
07/11/2018,38819.0,39349.0,39804.0,37985.0,4.23M,-3.58%
07/12/2018,39728.0,38819.0,40638.0,38288.0,1.82M,2.34%
07/13/2018,41548.0,40411.0,41624.0,39425.0,2.18M,4.58%
07/16/2018,41624.0,41700.0,42079.0,41169.0,1.66M,0.18%
07/17/2018,42306.0,40942.0,42306.0,40942.0,2.03M,1.64%
07/18/2018,43595.0,42306.0,43595.0,42306.0,3.16M,3.05%
07/19/2018,43064.0,43747.0,43823.0,42989.0,2.17M,-1.22%
07/20/2018,43064.0,42837.0,43368.0,41776.0,2.81M,0.00%
07/23/2018,42913.0,43064.0,44278.0,42837.0,3.34M,-0.35%
07/24/2018,43216.0,43216.0,43519.0,42458.0,2.15M,0.71%
07/25/2018,41927.0,43444.0,43519.0,41927.0,1.61M,-2.98%
07/26/2018,42989.0,42003.0,42989.0,41321.0,2.69M,2.53%
07/27/2018,42837.0,42989.0,43444.0,42610.0,1.25M,-0.35%
07/30/2018,43444.0,43216.0,43519.0,42837.0,1.64M,1.42%
07/31/2018,44353.0,43292.0,44960.0,43064.0,4.39M,2.09%
08/01/2018,44429.0,44808.0,44884.0,44278.0,2.43M,0.17%
08/02/2018,44732.0,44126.0,44732.0,43747.0,2.37M,0.68%
08/03/2018,44353.0,45112.0,45263.0,44050.0,2.26M,-0.85%
08/06/2018,44732.0,44126.0,45187.0,44126.0,2.27M,0.85%
08/07/2018,46628.0,44581.0,46931.0,44429.0,7.00M,4.24%
08/08/2018,47083.0,46704.0,47310.0,46249.0,2.80M,0.98%
08/09/2018,46476.0,47083.0,47538.0,46476.0,3.20M,-1.29%
08/10/2018,48144.0,46249.0,48144.0,46249.0,4.91M,3.59%
08/13/2018,48372.0,47765.0,48372.0,47159.0,3.06M,0.47%
08/14/2018,47614.0,48372.0,48372.0,47538.0,1.63M,-1.57%
08/15/2018,45946.0,47917.0,48068.0,45870.0,4.13M,-3.50%
08/16/2018,45946.0,45491.0,46249.0,44657.0,4.37M,0.00%
08/17/2018,47007.0,46325.0,47689.0,46097.0,3.46M,2.31%
08/20/2018,46552.0,47007.0,47386.0,46552.0,2.04M,-0.97%
08/21/2018,47538.0,46249.0,47538.0,46249.0,2.20M,2.12%
08/22/2018,46931.0,47614.0,47765.0,46931.0,1.90M,-1.28%
08/23/2018,47462.0,47007.0,47614.0,46704.0,1.66M,1.13%
08/24/2018,47007.0,47462.0,47462.0,46855.0,2.27M,-0.96%
08/27/2018,47841.0,47386.0,48144.0,47310.0,2.30M,1.77%
08/28/2018,48523.0,48144.0,48751.0,47689.0,3.30M,1.43%
08/29/2018,47841.0,48447.0,48599.0,47841.0,1.43M,-1.41%
08/30/2018,48372.0,47841.0,48675.0,47310.0,1.71M,1.11%
08/31/2018,47386.0,48372.0,48523.0,47007.0,2.49M,-2.04%
09/04/2018,46249.0,47386.0,47462.0,46173.0,2.62M,-2.40%
09/05/2018,45946.0,46249.0,46855.0,45718.0,2.25M,-0.66%
09/06/2018,45718.0,45946.0,46249.0,45642.0,1.02M,-0.50%
09/07/2018,47007.0,45566.0,47159.0,45566.0,2.04M,2.82%
09/10/2018,47007.0,47007.0,47462.0,46325.0,1.92M,0.00%
09/11/2018,47765.0,46628.0,47841.0,46628.0,1.97M,1.61%
09/12/2018,47462.0,47917.0,48220.0,47386.0,2.03M,-0.63%
09/13/2018,47689.0,47614.0,48068.0,47462.0,1.37M,0.48%
09/14/2018,48523.0,47917.0,48827.0,47917.0,3.07M,1.75%
09/17/2018,47689.0,48523.0,48523.0,47689.0,1.29M,-1.72%
09/18/2018,47993.0,47386.0,47993.0,47234.0,1.37M,0.64%
09/19/2018,47993.0,48296.0,48296.0,47841.0,1.37M,0.00%
09/20/2018,48827.0,47993.0,48978.0,47993.0,2.18M,1.74%
09/21/2018,48978.0,49281.0,49812.0,48523.0,6.24M,0.31%
09/24/2018,49433.0,49661.0,49812.0,49130.0,1.40M,0.93%
09/25/2018,48827.0,49130.0,49433.0,48827.0,1.32M,-1.23%
09/26/2018,48372.0,48827.0,49206.0,48372.0,2.68M,-0.93%
09/27/2018,48068.0,48372.0,48675.0,47917.0,2.71M,-0.63%
09/28/2018,47765.0,48296.0,48523.0,47765.0,2.69M,-0.63%
10/01/2018,47386.0,48144.0,48144.0,47386.0,2.47M,-0.79%
10/02/2018,47765.0,47386.0,47841.0,47159.0,2.04M,0.80%
10/03/2018,47765.0,48068.0,48144.0,47386.0,1.32M,0.00%
10/04/2018,47765.0,47765.0,48523.0,47614.0,2.93M,0.00%
10/05/2018,47688.0,47995.0,48379.0,47688.0,2.08M,-0.16%
10/08/2018,47304.0,47612.0,47919.0,47304.0,1.72M,-0.81%
10/09/2018,47381.0,47458.0,47765.0,47304.0,1.11M,0.16%
10/10/2018,47381.0,47535.0,47612.0,47151.0,996.98K,0.00%
10/11/2018,44309.0,46076.0,46076.0,44156.0,4.38M,-6.48%
10/12/2018,45999.0,43772.0,45999.0,43772.0,2.89M,3.81%
10/15/2018,45385.0,45922.0,46076.0,45077.0,1.47M,-1.33%
10/16/2018,45461.0,45308.0,45769.0,45231.0,1.38M,0.17%
10/17/2018,45461.0,45999.0,45999.0,45385.0,1.65M,0.00%
10/18/2018,44540.0,45308.0,45461.0,44463.0,2.05M,-2.03%
10/19/2018,44309.0,43772.0,45001.0,43772.0,1.52M,-0.52%
10/22/2018,43849.0,44924.0,45154.0,43849.0,1.54M,-1.04%
10/23/2018,42850.0,43772.0,44002.0,41468.0,2.99M,-2.28%
10/24/2018,42620.0,42850.0,43465.0,42620.0,1.88M,-0.54%
10/25/2018,42082.0,40700.0,42390.0,40700.0,2.23M,-1.26%
10/26/2018,41084.0,42927.0,42927.0,41084.0,1.56M,-2.37%
10/29/2018,40623.0,40931.0,41391.0,40316.0,1.61M,-1.12%
10/30/2018,41622.0,40623.0,41698.0,40470.0,1.71M,2.46%
10/31/2018,42697.0,41622.0,43542.0,41622.0,1.59M,2.58%
11/01/2018,42236.0,42850.0,42927.0,42082.0,1.56M,-1.08%
11/02/2018,43158.0,42236.0,43234.0,42236.0,1.45M,2.18%
11/05/2018,43388.0,42927.0,43388.0,42697.0,1.11M,0.53%
11/06/2018,42850.0,43772.0,43772.0,42850.0,852.00K,-1.24%
11/07/2018,42620.0,42850.0,43158.0,42313.0,852.74K,-0.54%
11/08/2018,42774.0,43542.0,43618.0,42774.0,734.62K,0.36%
11/09/2018,41698.0,42390.0,42774.0,41698.0,1.13M,-2.52%
11/12/2018,41929.0,41468.0,41929.0,40547.0,877.86K,0.55%
11/13/2018,41161.0,40931.0,41698.0,40931.0,767.54K,-1.83%
11/14/2018,40854.0,41161.0,41698.0,40547.0,676.43K,-0.75%
11/15/2018,41007.0,40854.0,41161.0,40316.0,1.06M,0.37%
11/16/2018,40854.0,41468.0,41545.0,40777.0,1.57M,-0.37%
11/19/2018,41468.0,41468.0,41468.0,40854.0,1.46M,1.50%
11/20/2018,41315.0,41468.0,41468.0,40931.0,1.39M,-0.37%
11/21/2018,42543.0,40777.0,42543.0,40700.0,2.43M,2.97%
11/22/2018,42082.0,42236.0,42620.0,42006.0,1.23M,-1.08%
11/23/2018,41468.0,42006.0,42236.0,41468.0,1.14M,-1.46%
11/26/2018,41468.0,41468.0,41698.0,41238.0,859.90K,0.00%
11/27/2018,41007.0,41775.0,42006.0,40854.0,1.64M,-1.11%
11/28/2018,42313.0,41007.0,42313.0,41007.0,1.89M,3.18%
11/29/2018,42236.0,42697.0,43311.0,42236.0,3.01M,-0.18%
11/30/2018,42543.0,42159.0,43004.0,42082.0,1.83M,0.73%
12/03/2018,44540.0,43542.0,44540.0,43158.0,2.84M,4.69%
12/04/2018,44233.0,44386.0,44770.0,43849.0,1.74M,-0.69%
12/05/2018,44386.0,43772.0,44693.0,43388.0,2.57M,0.35%
12/06/2018,43695.0,44079.0,44540.0,43542.0,2.88M,-1.56%
12/07/2018,43925.0,44079.0,44309.0,43849.0,1.07M,0.53%
12/10/2018,43695.0,43925.0,44079.0,43465.0,1.34M,-0.52%
12/11/2018,43618.0,43695.0,43925.0,43158.0,1.43M,-0.18%
12/12/2018,44540.0,44002.0,44540.0,43618.0,1.87M,2.11%
12/13/2018,44233.0,44770.0,44847.0,44233.0,1.09M,-0.69%
12/14/2018,43388.0,44156.0,44233.0,43388.0,1.12M,-1.91%
12/17/2018,42082.0,43004.0,43311.0,42082.0,2.28M,-3.01%
12/18/2018,42313.0,41545.0,42620.0,41545.0,1.86M,0.55%
12/19/2018,41775.0,42313.0,42543.0,41545.0,1.44M,-1.27%
12/20/2018,41929.0,41698.0,42390.0,41698.0,1.12M,0.37%
12/21/2018,41852.0,41852.0,41852.0,41315.0,2.16M,-0.18%
12/24/2018,40777.0,41852.0,42159.0,40777.0,1.10M,-2.57%
12/25/2018,40470.0,39932.0,40700.0,39164.0,2.51M,-0.75%
12/26/2018,40547.0,40393.0,41084.0,40393.0,998.06K,0.19%
12/27/2018,41084.0,41468.0,41698.0,41084.0,729.58K,1.32%
12/28/2018,41084.0,41315.0,41852.0,40931.0,997.44K,0.00%
01/02/2019,41161.0,41391.0,41698.0,41084.0,1.38M,0.19%
01/03/2019,41161.0,41468.0,41545.0,40470.0,1.37M,0.00%
01/04/2019,41775.0,40931.0,41775.0,40393.0,1.67M,1.49%
01/07/2019,41929.0,42466.0,42620.0,41852.0,1.50M,0.37%
01/08/2019,42236.0,42236.0,42390.0,41852.0,1.68M,0.73%
01/09/2019,42850.0,42620.0,43081.0,42082.0,1.45M,1.45%
01/10/2019,42236.0,42850.0,42850.0,42236.0,1.01M,-1.43%
01/11/2019,42390.0,42390.0,42620.0,42159.0,1.42M,0.36%
01/14/2019,42466.0,42390.0,42620.0,42159.0,969.73K,0.18%
01/15/2019,42927.0,42466.0,43081.0,42390.0,1.37M,1.09%
01/16/2019,42543.0,43234.0,43234.0,42236.0,901.06K,-0.89%
01/17/2019,42390.0,42466.0,42774.0,42313.0,587.04K,-0.36%
01/18/2019,42082.0,42390.0,42543.0,42082.0,692.10K,-0.73%
01/21/2019,42850.0,41929.0,43158.0,41852.0,1.11M,1.83%
01/22/2019,42390.0,43004.0,43004.0,42390.0,508.28K,-1.07%
01/23/2019,42543.0,42159.0,42620.0,42159.0,656.78K,0.36%
01/24/2019,42543.0,42543.0,42697.0,42236.0,591.90K,0.00%
01/25/2019,42850.0,42620.0,43081.0,42543.0,1.29M,0.72%
01/28/2019,42620.0,43004.0,43004.0,42620.0,430.00K,-0.54%
01/29/2019,43542.0,42620.0,43542.0,42390.0,1.24M,2.16%
01/30/2019,43542.0,43542.0,43925.0,43542.0,1.47M,0.00%
01/31/2019,43618.0,43618.0,44079.0,43618.0,1.46M,0.17%
02/01/2019,43388.0,43772.0,44079.0,43388.0,1.06M,-0.53%
02/11/2019,44617.0,43772.0,44693.0,43618.0,1.78M,2.83%
02/12/2019,45001.0,44617.0,45308.0,44386.0,2.15M,0.86%
02/13/2019,45922.0,45001.0,45999.0,45001.0,2.37M,2.05%
02/14/2019,46229.0,45922.0,46306.0,45769.0,2.08M,0.67%
02/15/2019,45538.0,46076.0,46076.0,45461.0,1.59M,-1.49%
02/18/2019,46076.0,45692.0,46076.0,45692.0,1.31M,1.18%
02/19/2019,45308.0,46076.0,46229.0,45308.0,1.66M,-1.67%
02/20/2019,45385.0,45538.0,45769.0,45231.0,1.04M,0.17%
02/21/2019,46152.0,45692.0,46152.0,45385.0,2.61M,1.69%
02/22/2019,47612.0,46229.0,47919.0,46076.0,3.19M,3.16%
02/25/2019,48687.0,47995.0,49071.0,47842.0,2.65M,2.26%
02/26/2019,48379.0,48687.0,48763.0,47535.0,2.52M,-0.63%
02/27/2019,47535.0,48226.0,48379.0,47304.0,1.47M,-1.74%
02/28/2019,46460.0,47535.0,47995.0,46460.0,2.59M,-2.26%
03/01/2019,47765.0,46844.0,47765.0,46690.0,910.43K,2.81%
03/04/2019,48226.0,47765.0,48379.0,47765.0,1.72M,0.97%
03/05/2019,48379.0,48226.0,48994.0,47995.0,2.01M,0.32%
03/06/2019,48149.0,48456.0,48610.0,47535.0,1.38M,-0.48%
03/07/2019,48456.0,48149.0,48994.0,48072.0,2.42M,0.64%
03/08/2019,48226.0,47919.0,48379.0,47688.0,1.27M,-0.47%
03/11/2019,48072.0,47919.0,48149.0,47535.0,1.30M,-0.32%
03/12/2019,49762.0,48379.0,49762.0,48149.0,2.80M,3.52%
03/13/2019,50069.0,49915.0,50069.0,49531.0,2.14M,0.62%
03/14/2019,51451.0,50069.0,51451.0,49531.0,2.90M,2.76%
03/15/2019,50683.0,51605.0,51605.0,50683.0,3.34M,-1.49%
03/18/2019,51912.0,51067.0,52066.0,51067.0,2.47M,2.42%
03/19/2019,51298.0,51912.0,51912.0,51221.0,1.77M,-1.18%
03/20/2019,51221.0,51221.0,51605.0,50837.0,3.11M,-0.15%
03/21/2019,51144.0,51374.0,52142.0,51067.0,1.95M,-0.15%
03/22/2019,51374.0,51298.0,51451.0,51067.0,1.76M,0.45%
03/25/2019,50299.0,49915.0,50683.0,49147.0,2.09M,-2.09%
03/26/2019,50299.0,50760.0,51067.0,50299.0,1.44M,0.00%
03/27/2019,50299.0,50606.0,50606.0,49685.0,686.72K,0.00%
03/28/2019,51221.0,50453.0,51221.0,50222.0,947.39K,1.83%
03/29/2019,51682.0,51451.0,51835.0,51298.0,865.19K,0.90%
04/01/2019,52066.0,52142.0,52142.0,51912.0,872.86K,0.74%
04/02/2019,51835.0,52219.0,52603.0,51835.0,710.69K,-0.44%
04/03/2019,51605.0,51835.0,51912.0,51067.0,568.65K,-0.44%
04/04/2019,51989.0,51605.0,52142.0,51298.0,1.21M,0.74%
04/05/2019,52296.0,52066.0,52373.0,52066.0,609.33K,0.59%
04/08/2019,53525.0,52296.0,53525.0,52142.0,1.43M,2.35%
04/09/2019,53601.0,53525.0,53755.0,53294.0,968.71K,0.14%
04/10/2019,52910.0,53371.0,53371.0,52833.0,917.48K,-1.29%
04/11/2019,52603.0,52987.0,52987.0,51989.0,516.89K,-0.58%
04/12/2019,52219.0,52680.0,52680.0,51912.0,453.49K,-0.73%
04/16/2019,51758.0,52219.0,52219.0,50990.0,516.32K,-0.88%
04/17/2019,52219.0,52142.0,52373.0,51451.0,659.32K,0.89%
04/18/2019,52142.0,51835.0,52757.0,51835.0,707.95K,-0.15%
04/19/2019,52219.0,52142.0,52603.0,52142.0,296.73K,0.15%
04/22/2019,52142.0,51528.0,52296.0,51451.0,399.66K,-0.15%
04/23/2019,51835.0,52219.0,52219.0,50760.0,1.61M,-0.59%
04/24/2019,52603.0,51835.0,53141.0,51835.0,873.47K,1.48%
04/25/2019,51989.0,52603.0,52603.0,51989.0,444.94K,-1.17%
04/26/2019,52142.0,52066.0,52449.0,51835.0,353.78K,0.29%
05/02/2019,51374.0,51912.0,52142.0,50990.0,801.88K,-1.47%
05/03/2019,51221.0,51298.0,51605.0,50760.0,1.01M,-0.30%
05/06/2019,50914.0,50837.0,51298.0,50606.0,465.18K,-0.60%
05/07/2019,50376.0,50914.0,51451.0,49762.0,1.41M,-1.06%
05/08/2019,49992.0,49608.0,50376.0,49608.0,1.21M,-0.76%
05/09/2019,50299.0,50222.0,50683.0,49992.0,841.11K,0.61%
05/10/2019,50376.0,50299.0,50760.0,50069.0,707.38K,0.15%
05/13/2019,50606.0,50530.0,50760.0,50376.0,606.64K,0.46%
05/14/2019,51144.0,50222.0,51144.0,50222.0,801.94K,1.06%
05/15/2019,51298.0,51221.0,51758.0,51067.0,936.88K,0.30%
05/16/2019,51298.0,51298.0,51758.0,51298.0,525.98K,0.00%
05/17/2019,51298.0,51298.0,51451.0,51144.0,572.98K,0.00%
05/20/2019,52066.0,51298.0,52296.0,51221.0,774.61K,1.50%
05/21/2019,51989.0,52142.0,52526.0,51989.0,603.76K,-0.15%
05/22/2019,51605.0,51835.0,52680.0,51451.0,845.61K,-0.74%
05/23/2019,51912.0,51758.0,52219.0,51528.0,482.89K,0.59%
05/24/2019,51067.0,51682.0,52219.0,50760.0,1.19M,-1.63%
05/27/2019,51758.0,51451.0,52066.0,51067.0,435.52K,1.35%
05/28/2019,51758.0,51451.0,52680.0,51298.0,847.77K,0.00%
05/29/2019,51835.0,51912.0,52296.0,51605.0,400.04K,0.15%
05/30/2019,51989.0,51835.0,52296.0,51682.0,409.47K,0.30%
05/31/2019,51605.0,51835.0,52219.0,51298.0,908.63K,-0.74%
06/03/2019,51067.0,51067.0,51605.0,49147.0,757.51K,-1.04%
06/04/2019,51605.0,50683.0,51835.0,50606.0,494.81K,1.05%
06/05/2019,51221.0,51605.0,51835.0,51221.0,343.40K,-0.74%
06/06/2019,50606.0,51221.0,51221.0,49915.0,503.45K,-1.20%
